year,mileage,fuel_type,transmission,seller_type,car_condition,brand,price
2005,160242,Hybrid,Semi-Auto,Individual,Excellent,Ford,10470
2001,13024,Diesel,Manual,Online Platform,Poor,Ford,11475
2017,90947,Petrol,Semi-Auto,Online Platform,Poor,Ford,7155
2012,179875,Diesel,Semi-Auto,Dealer,Poor,Ford,3988
2008,155368,Electric,Manual,Individual,Good,Tesla,16442
2022,96829,Hybrid,Semi-Auto,Dealer,Fair,Toyota,8381
2018,97708,Diesel,Automatic,Dealer,Fair,Ford,9248
2012,91664,Diesel,Semi-Auto,Individual,Poor,Tesla,12891
2010,154329,Hybrid,Manual,Dealer,Excellent,Tesla,20442
2000,148927,Hybrid,Automatic,Online Platform,Poor,Tesla,9374
2021,90178,Hybrid,Automatic,Online Platform,Poor,Hyundai,5437
2006,106121,Electric,Semi-Auto,Online Platform,Excellent,Hyundai,9769
2020,25025,Hybrid,Semi-Auto,Online Platform,Poor,Tesla,18450
2014,140530,Petrol,Manual,Online Platform,Good,Ford,9978
2000,68610,Diesel,Automatic,Dealer,Poor,Toyota,6695
2011,75843,Hybrid,Manual,Dealer,Good,BMW,22337
2006,112237,Hybrid,Semi-Auto,Online Platform,Poor,Hyundai,4491
2014,185903,Electric,Automatic,Online Platform,Fair,Ford,5235
2020,179499,Electric,Manual,Dealer,Excellent,Ford,9573
2018,135299,Diesel,Manual,Individual,Fair,BMW,11833
2000,174578,Petrol,Manual,Dealer,Poor,BMW,8008
2016,10668,Diesel,Manual,Dealer,Poor,Ford,10580
2016,183267,Hybrid,Manual,Dealer,Good,BMW,9566
2002,78233,Petrol,Automatic,Dealer,Poor,Ford,7554
2011,160489,Petrol,Manual,Dealer,Poor,BMW,7386
2005,86982,Petrol,Automatic,Individual,Poor,BMW,12451
2010,111133,Petrol,Manual,Online Platform,Fair,Ford,9100
2002,15751,Diesel,Semi-Auto,Online Platform,Good,Tesla,31537
2007,51218,Electric,Semi-Auto,Individual,Fair,Ford,12639
2013,131649,Electric,Manual,Online Platform,Good,Toyota,9210
2013,12352,Hybrid,Semi-Auto,Online Platform,Fair,BMW,24493
2009,93835,Electric,Automatic,Online Platform,Poor,Hyundai,3969
2001,102493,Electric,Manual,Individual,Fair,BMW,18138
2013,33927,Electric,Automatic,Individual,Fair,Toyota,10742
2008,177166,Electric,Manual,Online Platform,Good,Hyundai,4941
2002,106948,Hybrid,Semi-Auto,Online Platform,Good,Hyundai,7660
2020,190194,Diesel,Automatic,Online Platform,Fair,Ford,4319
2007,34493,Petrol,Semi-Auto,Dealer,Good,Tesla,31605
2015,36707,Electric,Semi-Auto,Dealer,Good,Ford,17248
2001,143368,Diesel,Manual,Dealer,Good,Hyundai,6357
2005,161470,Electric,Automatic,Individual,Excellent,Hyundai,5846
2020,40842,Electric,Semi-Auto,Online Platform,Good,Tesla,27565
2011,18261,Petrol,Manual,Individual,Excellent,BMW,33279
2004,81709,Petrol,Manual,Individual,Excellent,Tesla,28998
2001,100985,Petrol,Manual,Individual,Good,Ford,12573
2015,111616,Electric,Semi-Auto,Online Platform,Fair,BMW,16715
2004,192776,Electric,Manual,Dealer,Good,Ford,6856
2014,72173,Electric,Automatic,Online Platform,Poor,Tesla,15858
2011,36781,Petrol,Automatic,Online Platform,Fair,BMW,20898
2003,18652,Hybrid,Semi-Auto,Individual,Excellent,Tesla,39537
2014,10103,Diesel,Automatic,Individual,Excellent,Toyota,16349
2010,30500,Hybrid,Manual,Individual,Fair,Hyundai,8913
2015,105336,Electric,Semi-Auto,Dealer,Fair,BMW,14276
2022,171601,Electric,Manual,Dealer,Good,Hyundai,5805
2005,118499,Hybrid,Semi-Auto,Dealer,Excellent,Toyota,10563
2013,154524,Electric,Semi-Auto,Online Platform,Poor,BMW,9476
2017,54393,Diesel,Manual,Individual,Good,Hyundai,8940
2011,167246,Electric,Automatic,Online Platform,Fair,Hyundai,4643
2010,171508,Diesel,Automatic,Dealer,Excellent,BMW,17871
2012,52406,Hybrid,Semi-Auto,Individual,Fair,Hyundai,7307
2020,68059,Hybrid,Manual,Dealer,Fair,Hyundai,7367
2022,152026,Electric,Manual,Individual,Fair,BMW,12239
2010,87722,Diesel,Semi-Auto,Individual,Good,Hyundai,8721
2022,17356,Electric,Automatic,Online Platform,Poor,Hyundai,6661
2015,133128,Petrol,Manual,Online Platform,Poor,Ford,5728
2014,7187,Petrol,Automatic,Dealer,Excellent,Ford,21356
2020,82243,Petrol,Automatic,Online Platform,Fair,Toyota,8921
2014,40098,Petrol,Semi-Auto,Online Platform,Poor,Ford,9017
2003,157297,Electric,Semi-Auto,Online Platform,Fair,Ford,6255
2010,139678,Petrol,Automatic,Individual,Excellent,Toyota,10709
2018,62620,Diesel,Manual,Online Platform,Fair,Hyundai,7647
2014,168900,Hybrid,Manual,Dealer,Poor,Hyundai,2328
2003,131270,Hybrid,Semi-Auto,Individual,Fair,Ford,8975
2020,162561,Petrol,Automatic,Individual,Poor,Toyota,3854
2012,19387,Petrol,Manual,Online Platform,Excellent,Hyundai,13517
2021,74463,Petrol,Manual,Individual,Fair,Tesla,21574
2018,138663,Electric,Semi-Auto,Dealer,Poor,BMW,8344
2001,184588,Hybrid,Automatic,Dealer,Excellent,BMW,13329
2013,96683,Petrol,Manual,Individual,Fair,BMW,17846
2003,67061,Diesel,Semi-Auto,Online Platform,Excellent,Ford,17948
2015,86257,Petrol,Manual,Online Platform,Poor,BMW,12563
2020,66753,Hybrid,Manual,Individual,Fair,BMW,19518
2019,89774,Petrol,Manual,Dealer,Fair,Tesla,20807
2013,147159,Hybrid,Semi-Auto,Individual,Fair,Hyundai,5273
2014,166888,Petrol,Automatic,Online Platform,Excellent,Tesla,16229
2002,28408,Diesel,Semi-Auto,Online Platform,Excellent,Ford,21327
2007,129116,Petrol,Automatic,Individual,Poor,BMW,9835
2015,136208,Diesel,Manual,Dealer,Good,Hyundai,6617
2009,22413,Diesel,Automatic,Individual,Fair,BMW,21785
2003,118650,Petrol,Manual,Dealer,Fair,BMW,14783
2017,64500,Diesel,Manual,Dealer,Poor,Ford,8011
2001,89514,Electric,Semi-Auto,Individual,Fair,BMW,16568
2016,61358,Petrol,Manual,Individual,Excellent,Toyota,14483
2012,71197,Petrol,Semi-Auto,Dealer,Excellent,Hyundai,11864
2003,168926,Diesel,Automatic,Dealer,Fair,Hyundai,4724
2010,81240,Diesel,Automatic,Dealer,Fair,Toyota,9443
2006,21322,Petrol,Manual,Dealer,Excellent,Ford,21002
2011,118053,Electric,Semi-Auto,Online Platform,Fair,BMW,16771
2009,11968,Diesel,Manual,Individual,Excellent,BMW,34041
2006,32518,Diesel,Semi-Auto,Dealer,Good,Hyundai,10604
2012,56925,Hybrid,Semi-Auto,Individual,Good,Ford,14405
2006,195920,Electric,Semi-Auto,Dealer,Fair,Ford,4951
2016,116900,Electric,Automatic,Individual,Fair,Ford,7754
2009,98422,Petrol,Semi-Auto,Individual,Fair,BMW,16443
2009,6700,Electric,Automatic,Dealer,Excellent,Ford,21653
2003,98782,Petrol,Semi-Auto,Dealer,Good,Toyota,9867
2019,28199,Hybrid,Automatic,Individual,Good,Tesla,28634
2003,180661,Electric,Automatic,Individual,Poor,Ford,4307
2021,168187,Diesel,Automatic,Individual,Poor,Tesla,7867
2006,198006,Hybrid,Manual,Online Platform,Fair,BMW,8672
2021,190388,Petrol,Semi-Auto,Dealer,Excellent,Ford,8020
2000,10520,Hybrid,Manual,Online Platform,Fair,Hyundai,9367
2011,114814,Petrol,Semi-Auto,Online Platform,Good,BMW,16927
2012,172527,Hybrid,Semi-Auto,Dealer,Fair,Toyota,5855
2009,128364,Petrol,Manual,Dealer,Fair,Toyota,6967
2014,177677,Electric,Automatic,Online Platform,Good,Tesla,12671
2012,19955,Diesel,Semi-Auto,Dealer,Good,Tesla,33686
2022,180121,Petrol,Automatic,Individual,Good,Hyundai,4853
2021,149989,Hybrid,Manual,Individual,Good,Hyundai,7102
2021,69925,Petrol,Automatic,Online Platform,Poor,Toyota,6653
2020,112216,Petrol,Semi-Auto,Online Platform,Excellent,Ford,12173
2021,75269,Petrol,Semi-Auto,Dealer,Excellent,Toyota,13744
2008,167026,Hybrid,Semi-Auto,Dealer,Good,Toyota,7407
2008,46458,Diesel,Manual,Online Platform,Excellent,Hyundai,13842
2014,94037,Electric,Semi-Auto,Online Platform,Excellent,Tesla,36013
2009,157185,Diesel,Manual,Individual,Excellent,Hyundai,5737
2009,104977,Petrol,Automatic,Individual,Excellent,Hyundai,9263
2007,48939,Hybrid,Semi-Auto,Dealer,Good,Hyundai,9295
2015,34345,Diesel,Semi-Auto,Individual,Fair,Toyota,10477
2016,182385,Petrol,Semi-Auto,Dealer,Fair,Ford,7429
2004,115107,Electric,Automatic,Dealer,Fair,Toyota,6903
2003,126866,Electric,Semi-Auto,Dealer,Poor,BMW,10368
2017,74166,Electric,Manual,Individual,Excellent,Hyundai,10421
2018,183933,Petrol,Automatic,Online Platform,Good,Hyundai,4040
2003,102406,Hybrid,Automatic,Online Platform,Good,BMW,22448
2006,54298,Diesel,Automatic,Individual,Poor,Hyundai,5342
2009,183293,Electric,Automatic,Online Platform,Good,Hyundai,4618
2017,49942,Petrol,Automatic,Dealer,Fair,Hyundai,8044
2018,8453,Petrol,Manual,Online Platform,Poor,BMW,17463
2003,107811,Diesel,Automatic,Individual,Good,Toyota,9372
2009,59935,Electric,Semi-Auto,Online Platform,Poor,Hyundai,6342
2000,127439,Petrol,Automatic,Dealer,Poor,Ford,5071
2022,179442,Diesel,Automatic,Dealer,Good,BMW,12710
2017,13328,Hybrid,Automatic,Individual,Fair,Tesla,27429
2004,20534,Hybrid,Automatic,Individual,Good,BMW,28377
2014,90280,Hybrid,Automatic,Individual,Excellent,Toyota,11835
2016,41320,Electric,Manual,Dealer,Excellent,BMW,33210
2002,54170,Diesel,Manual,Online Platform,Good,Tesla,30701
2011,105546,Diesel,Automatic,Online Platform,Fair,Ford,8710
2001,85201,Petrol,Manual,Individual,Excellent,Tesla,27556
2000,13640,Petrol,Semi-Auto,Online Platform,Excellent,BMW,31859
2022,166121,Petrol,Automatic,Online Platform,Good,Tesla,16013
2020,141690,Diesel,Semi-Auto,Individual,Good,BMW,15901
2016,192125,Petrol,Semi-Auto,Individual,Good,Ford,6147
2021,137992,Diesel,Automatic,Dealer,Poor,Ford,6956
2015,48937,Diesel,Semi-Auto,Dealer,Poor,Toyota,7324
2004,148279,Hybrid,Semi-Auto,Dealer,Poor,Ford,5563
2014,169044,Petrol,Semi-Auto,Dealer,Good,Hyundai,5121
2002,146871,Hybrid,Automatic,Online Platform,Fair,Tesla,17040
2006,164988,Electric,Automatic,Online Platform,Excellent,Tesla,14723
2010,75463,Electric,Semi-Auto,Dealer,Poor,BMW,13193
2009,98500,Electric,Automatic,Dealer,Fair,Ford,10114
2008,42158,Diesel,Automatic,Individual,Good,Toyota,12725
2013,89607,Diesel,Semi-Auto,Online Platform,Poor,Toyota,5724
2012,124639,Diesel,Automatic,Online Platform,Good,Toyota,8900
2001,76696,Petrol,Manual,Dealer,Fair,Hyundai,6367
2002,66510,Hybrid,Automatic,Online Platform,Poor,Ford,8767
2006,125076,Diesel,Manual,Individual,Poor,Toyota,5061
2020,63692,Hybrid,Semi-Auto,Individual,Poor,Hyundai,5462
2017,135841,Hybrid,Automatic,Online Platform,Poor,Tesla,12589
2002,197816,Hybrid,Semi-Auto,Dealer,Fair,BMW,6970
2009,20810,Petrol,Semi-Auto,Online Platform,Poor,Ford,9217
2021,141198,Petrol,Semi-Auto,Individual,Excellent,Ford,10450
2006,166081,Electric,Semi-Auto,Dealer,Excellent,Tesla,23047
2008,116718,Electric,Semi-Auto,Online Platform,Good,Ford,10093
2016,95932,Hybrid,Automatic,Dealer,Poor,Ford,7543
2010,5192,Electric,Manual,Dealer,Excellent,Ford,22136
2006,41413,Hybrid,Automatic,Individual,Excellent,Ford,17603
2013,148888,Petrol,Automatic,Dealer,Excellent,Hyundai,6577
2018,44082,Petrol,Automatic,Online Platform,Fair,Hyundai,8275
2003,70048,Petrol,Automatic,Dealer,Poor,BMW,13999
2005,128130,Diesel,Manual,Dealer,Fair,Ford,9220
2009,55940,Hybrid,Automatic,Online Platform,Fair,Tesla,21702
2006,168202,Petrol,Semi-Auto,Individual,Excellent,Toyota,7568
2012,45142,Hybrid,Automatic,Individual,Excellent,BMW,35692
2013,41468,Electric,Automatic,Online Platform,Good,Toyota,11582
2003,166770,Electric,Manual,Online Platform,Poor,Toyota,3097
2007,146727,Petrol,Manual,Individual,Poor,Ford,4770
2004,183969,Hybrid,Semi-Auto,Dealer,Excellent,Tesla,18557
2000,166147,Petrol,Automatic,Online Platform,Excellent,Toyota,7636
2003,145431,Electric,Automatic,Dealer,Poor,Toyota,4439
2002,134048,Petrol,Automatic,Online Platform,Good,BMW,15147
2008,47056,Hybrid,Semi-Auto,Individual,Excellent,Tesla,37340
2007,56831,Electric,Manual,Dealer,Good,Tesla,25976
2000,64191,Diesel,Semi-Auto,Dealer,Fair,Toyota,9083
2005,126948,Electric,Automatic,Online Platform,Excellent,Tesla,22283
2008,169344,Diesel,Manual,Dealer,Fair,BMW,7245
2006,113117,Petrol,Manual,Online Platform,Excellent,BMW,21565
2003,19671,Petrol,Semi-Auto,Individual,Fair,BMW,22355
2012,32048,Hybrid,Manual,Dealer,Excellent,Ford,18454
2016,30963,Diesel,Manual,Online Platform,Good,Toyota,13250
2001,48954,Petrol,Automatic,Dealer,Good,Tesla,28864
2004,100430,Diesel,Automatic,Online Platform,Good,BMW,19757
2011,5717,Petrol,Manual,Online Platform,Fair,Toyota,11138
2020,16676,Electric,Manual,Online Platform,Good,Toyota,13332
2007,140506,Petrol,Semi-Auto,Individual,Fair,Ford,7689
2005,185882,Hybrid,Semi-Auto,Dealer,Excellent,Tesla,12876
2007,123696,Electric,Manual,Individual,Fair,Tesla,16155
2017,135830,Hybrid,Automatic,Online Platform,Excellent,BMW,22644
2002,9994,Electric,Manual,Online Platform,Poor,BMW,17365
2021,9234,Diesel,Manual,Individual,Poor,Toyota,7901
2011,74300,Hybrid,Automatic,Individual,Poor,Tesla,15987
2002,48949,Petrol,Automatic,Dealer,Fair,Tesla,24577
2021,42405,Diesel,Semi-Auto,Online Platform,Poor,BMW,14739
2005,39872,Petrol,Semi-Auto,Individual,Poor,Hyundai,6135
2001,47215,Electric,Semi-Auto,Online Platform,Poor,Toyota,7188
2022,28185,Electric,Semi-Auto,Online Platform,Excellent,Tesla,37083
2011,179514,Petrol,Automatic,Dealer,Good,Ford,6630
2001,187831,Petrol,Manual,Dealer,Fair,Ford,5697
2005,46153,Diesel,Semi-Auto,Dealer,Poor,Hyundai,6689
2016,82535,Petrol,Semi-Auto,Individual,Excellent,BMW,26198
2002,138653,Hybrid,Automatic,Online Platform,Good,BMW,13822
2001,56717,Hybrid,Automatic,Individual,Good,BMW,28122
2022,7763,Petrol,Manual,Individual,Good,Ford,18058
2019,97910,Hybrid,Manual,Dealer,Excellent,BMW,25666
2007,60480,Petrol,Automatic,Online Platform,Poor,Ford,8588
2021,174831,Diesel,Semi-Auto,Online Platform,Good,Hyundai,5146
2011,123094,Hybrid,Semi-Auto,Dealer,Excellent,Toyota,10306
2003,161379,Hybrid,Semi-Auto,Online Platform,Excellent,Tesla,21304
2004,16064,Petrol,Manual,Dealer,Fair,Hyundai,8856
2012,81848,Hybrid,Semi-Auto,Individual,Excellent,Ford,16235
2014,42548,Electric,Semi-Auto,Individual,Good,Hyundai,10879
2022,173017,Diesel,Automatic,Dealer,Good,Tesla,16995
2015,184009,Diesel,Semi-Auto,Individual,Excellent,Toyota,7888
2009,11476,Hybrid,Automatic,Individual,Good,Tesla,31869
2022,187828,Hybrid,Semi-Auto,Dealer,Excellent,Ford,9774
2015,95101,Electric,Manual,Individual,Good,Tesla,25067
2011,7382,Electric,Semi-Auto,Online Platform,Fair,Hyundai,9510
2016,185755,Hybrid,Semi-Auto,Individual,Poor,BMW,7233
2015,181348,Hybrid,Automatic,Dealer,Fair,Hyundai,3720
2011,169474,Electric,Automatic,Online Platform,Fair,Ford,5929
2007,163018,Petrol,Automatic,Online Platform,Poor,Toyota,3943
2019,84698,Electric,Semi-Auto,Individual,Good,Tesla,27372
2002,158407,Petrol,Semi-Auto,Online Platform,Poor,Toyota,4284
2015,50095,Diesel,Manual,Dealer,Excellent,Ford,18297
2012,134974,Diesel,Semi-Auto,Online Platform,Poor,Tesla,11614
2022,32197,Electric,Manual,Individual,Fair,Hyundai,8249
2018,132619,Petrol,Automatic,Individual,Poor,Hyundai,3244
2007,27010,Electric,Automatic,Online Platform,Good,Ford,17071
2021,160195,Electric,Automatic,Dealer,Fair,Tesla,13976
2004,92923,Petrol,Manual,Dealer,Excellent,Hyundai,9931
2019,138962,Electric,Semi-Auto,Individual,Good,Ford,8681
2007,135526,Diesel,Automatic,Individual,Fair,Ford,9205
2011,114162,Hybrid,Semi-Auto,Dealer,Excellent,Toyota,10843
2000,125927,Hybrid,Semi-Auto,Online Platform,Good,Hyundai,7111
2020,13026,Electric,Automatic,Online Platform,Excellent,Tesla,38699
2019,69925,Petrol,Manual,Online Platform,Poor,Hyundai,5035
2005,73842,Petrol,Semi-Auto,Online Platform,Poor,Hyundai,5640
2021,38665,Diesel,Automatic,Dealer,Excellent,Hyundai,11463
2017,14277,Petrol,Semi-Auto,Individual,Poor,Ford,10409
2007,178311,Petrol,Semi-Auto,Individual,Excellent,BMW,15020
2006,183736,Diesel,Semi-Auto,Online Platform,Good,BMW,9946
2000,53008,Electric,Semi-Auto,Dealer,Fair,Toyota,9101
2020,19683,Hybrid,Semi-Auto,Dealer,Excellent,Hyundai,12900
2015,136742,Diesel,Manual,Online Platform,Fair,BMW,12307
2011,153961,Electric,Manual,Online Platform,Fair,Toyota,4923
2005,191684,Diesel,Automatic,Online Platform,Excellent,Ford,6583
2019,180607,Electric,Manual,Individual,Poor,Hyundai,2892
2001,83542,Diesel,Manual,Online Platform,Good,Tesla,28735
2013,59319,Electric,Manual,Individual,Fair,Ford,12278
2003,97067,Diesel,Semi-Auto,Dealer,Good,Toyota,10267
2000,157711,Electric,Semi-Auto,Dealer,Fair,Ford,7642
2022,152705,Diesel,Automatic,Individual,Excellent,Tesla,23047
2017,170732,Hybrid,Automatic,Individual,Poor,Ford,4488
2012,73975,Hybrid,Automatic,Individual,Good,Toyota,11494
2001,168244,Petrol,Semi-Auto,Individual,Fair,Tesla,13666
2008,195269,Electric,Manual,Online Platform,Excellent,Tesla,17002
2020,106158,Diesel,Manual,Dealer,Excellent,Ford,15170
2001,194919,Electric,Semi-Auto,Online Platform,Fair,Tesla,8369
2008,16577,Hybrid,Automatic,Individual,Fair,Ford,14450
2000,82299,Electric,Automatic,Online Platform,Fair,Hyundai,7858
2010,25176,Diesel,Automatic,Online Platform,Poor,Tesla,20805
2002,180458,Electric,Semi-Auto,Dealer,Fair,Ford,4956
2019,68972,Diesel,Automatic,Online Platform,Fair,Hyundai,6751
2022,125018,Hybrid,Automatic,Dealer,Poor,Tesla,12737
2003,177075,Hybrid,Semi-Auto,Individual,Excellent,Hyundai,6962
2017,24996,Hybrid,Manual,Online Platform,Fair,Tesla,25983
2022,105922,Petrol,Semi-Auto,Individual,Good,Toyota,9527
2005,91598,Hybrid,Semi-Auto,Dealer,Excellent,Toyota,12422
2002,40931,Electric,Semi-Auto,Individual,Good,Ford,16462
2021,129168,Petrol,Semi-Auto,Individual,Fair,BMW,13280
2010,171782,Hybrid,Manual,Dealer,Poor,Toyota,4062
2014,128099,Electric,Automatic,Individual,Poor,BMW,10196
2021,39693,Electric,Semi-Auto,Individual,Poor,Hyundai,5927
2004,171812,Electric,Manual,Individual,Fair,Hyundai,3638
2019,113944,Diesel,Automatic,Online Platform,Fair,BMW,15514
2009,22374,Petrol,Automatic,Individual,Good,Ford,14222
2011,86471,Electric,Automatic,Dealer,Poor,Tesla,15450
2014,50913,Diesel,Semi-Auto,Online Platform,Fair,BMW,19722
2016,128683,Hybrid,Semi-Auto,Online Platform,Excellent,BMW,22260
2009,49516,Electric,Automatic,Dealer,Fair,BMW,20760
2005,92796,Diesel,Automatic,Individual,Fair,BMW,16629
2017,31069,Electric,Automatic,Online Platform,Excellent,BMW,30350
2012,123333,Petrol,Automatic,Online Platform,Poor,Ford,5812
2002,192305,Petrol,Automatic,Online Platform,Excellent,Toyota,5881
2009,89811,Hybrid,Automatic,Individual,Poor,Tesla,15625
2013,195121,Electric,Manual,Online Platform,Excellent,Toyota,7884
2005,123028,Diesel,Automatic,Dealer,Good,BMW,18192
2002,44178,Hybrid,Semi-Auto,Individual,Poor,Toyota,7409
2015,37821,Electric,Semi-Auto,Dealer,Fair,Ford,12235
2006,187799,Hybrid,Semi-Auto,Dealer,Good,Hyundai,4224
2019,197007,Diesel,Automatic,Online Platform,Poor,Toyota,3557
2013,21999,Hybrid,Semi-Auto,Online Platform,Poor,Tesla,18978
2008,198594,Hybrid,Manual,Online Platform,Poor,Ford,3627
2014,43712,Hybrid,Automatic,Dealer,Excellent,Hyundai,13270
2020,176244,Electric,Semi-Auto,Individual,Poor,Ford,4148
2002,38722,Diesel,Manual,Online Platform,Fair,BMW,21570
2001,15625,Petrol,Manual,Online Platform,Poor,Hyundai,7149
2001,11859,Electric,Semi-Auto,Dealer,Fair,Tesla,26981
2002,177681,Petrol,Manual,Individual,Fair,Hyundai,4852
2017,179379,Petrol,Semi-Auto,Dealer,Fair,Tesla,13589
2013,115986,Electric,Manual,Online Platform,Good,BMW,18796
2019,26839,Electric,Automatic,Dealer,Fair,Tesla,24369
2017,32216,Diesel,Automatic,Online Platform,Excellent,Ford,18463
2009,57953,Diesel,Automatic,Individual,Poor,Toyota,7357
2001,196665,Hybrid,Automatic,Dealer,Excellent,Ford,6262
2021,54522,Petrol,Automatic,Online Platform,Good,Ford,14970
2000,140958,Diesel,Semi-Auto,Online Platform,Poor,Hyundai,4424
2003,116249,Hybrid,Automatic,Online Platform,Fair,BMW,14775
2013,12485,Diesel,Automatic,Online Platform,Poor,Toyota,8616
2000,167527,Electric,Automatic,Dealer,Good,Tesla,16948
2013,152839,Diesel,Automatic,Online Platform,Good,Hyundai,6201
2015,117701,Petrol,Manual,Dealer,Excellent,BMW,19808
2021,164525,Diesel,Automatic,Online Platform,Poor,Toyota,3859
2013,107638,Petrol,Automatic,Dealer,Poor,Ford,7947
2019,189514,Electric,Semi-Auto,Dealer,Poor,BMW,6922
2002,187949,Petrol,Manual,Online Platform,Excellent,BMW,11634
2002,17226,Diesel,Semi-Auto,Online Platform,Good,BMW,27989
2008,98405,Hybrid,Automatic,Online Platform,Fair,Ford,8393
2005,27588,Electric,Semi-Auto,Online Platform,Poor,Tesla,17118
2012,167781,Diesel,Semi-Auto,Individual,Excellent,Hyundai,7053
2020,183860,Electric,Automatic,Online Platform,Excellent,Tesla,16250
2001,42019,Electric,Manual,Online Platform,Fair,Toyota,10630
2007,181020,Diesel,Manual,Online Platform,Good,Hyundai,5453
2020,70133,Diesel,Semi-Auto,Dealer,Poor,Toyota,7048
2001,119444,Hybrid,Automatic,Online Platform,Poor,Ford,6895
2003,122603,Electric,Semi-Auto,Dealer,Excellent,Tesla,25375
2014,163598,Electric,Semi-Auto,Dealer,Good,BMW,15569
2003,133585,Diesel,Semi-Auto,Dealer,Poor,Hyundai,4632
2012,188270,Petrol,Automatic,Dealer,Fair,BMW,9177
2011,48395,Diesel,Automatic,Individual,Good,Toyota,12698
2012,160103,Electric,Manual,Online Platform,Good,BMW,14469
2013,130814,Diesel,Automatic,Dealer,Excellent,BMW,20112
2019,173773,Hybrid,Semi-Auto,Online Platform,Excellent,Ford,8656
2017,117599,Petrol,Semi-Auto,Dealer,Poor,Ford,7132
2005,30939,Diesel,Manual,Individual,Excellent,Tesla,36830
2010,185217,Hybrid,Automatic,Dealer,Good,Toyota,5396
2001,156396,Electric,Semi-Auto,Online Platform,Poor,Ford,5654
2022,158939,Diesel,Manual,Online Platform,Poor,Ford,5604
2018,5203,Electric,Manual,Individual,Good,Tesla,38476
2018,152616,Hybrid,Semi-Auto,Online Platform,Poor,Hyundai,3976
2004,151971,Electric,Semi-Auto,Online Platform,Fair,Tesla,14973
2018,34063,Hybrid,Automatic,Dealer,Fair,BMW,22440
2001,95880,Hybrid,Manual,Online Platform,Poor,BMW,12114
2009,8748,Hybrid,Semi-Auto,Dealer,Excellent,Ford,21577
2001,122269,Diesel,Manual,Individual,Fair,Ford,8970
2010,85764,Electric,Automatic,Online Platform,Poor,Tesla,14427
2017,156956,Electric,Semi-Auto,Dealer,Fair,Tesla,13282
2014,161255,Petrol,Automatic,Online Platform,Excellent,Toyota,9181
2008,113036,Petrol,Manual,Dealer,Good,BMW,18668
2022,155331,Petrol,Automatic,Individual,Poor,Tesla,10768
2018,172031,Petrol,Automatic,Dealer,Poor,Hyundai,3394
2008,121525,Electric,Manual,Online Platform,Poor,Toyota,5736
2002,169529,Hybrid,Automatic,Dealer,Poor,Tesla,10950
2020,90679,Hybrid,Manual,Online Platform,Poor,Ford,7221
2008,130829,Diesel,Semi-Auto,Individual,Poor,Tesla,13566
2013,133216,Hybrid,Manual,Dealer,Excellent,Ford,12520
2018,138175,Electric,Manual,Online Platform,Good,Ford,10460
2006,70901,Electric,Semi-Auto,Online Platform,Excellent,BMW,28746
2015,180607,Electric,Manual,Online Platform,Excellent,BMW,15490
2015,152175,Diesel,Semi-Auto,Dealer,Good,Tesla,16130
2000,103046,Petrol,Semi-Auto,Dealer,Excellent,Tesla,29247
2003,95012,Hybrid,Manual,Dealer,Fair,Hyundai,5868
2003,83278,Electric,Automatic,Individual,Excellent,Toyota,14889
2006,17391,Electric,Automatic,Online Platform,Poor,Toyota,8650
2007,107476,Petrol,Semi-Auto,Online Platform,Fair,Tesla,19592
2016,164973,Electric,Automatic,Individual,Fair,BMW,11620
2004,125721,Hybrid,Automatic,Individual,Good,Hyundai,6993
2006,102537,Diesel,Manual,Dealer,Excellent,Toyota,11361
2019,86159,Electric,Semi-Auto,Dealer,Excellent,Tesla,28404
2019,136040,Hybrid,Semi-Auto,Dealer,Fair,BMW,14052
2003,186429,Electric,Manual,Dealer,Excellent,BMW,14937
2005,174509,Petrol,Automatic,Dealer,Excellent,BMW,16064
2006,40503,Electric,Semi-Auto,Dealer,Good,Ford,15463
2017,80403,Electric,Automatic,Individual,Fair,BMW,18063
2004,177330,Diesel,Semi-Auto,Individual,Poor,Tesla,8142
2019,169796,Petrol,Semi-Auto,Individual,Fair,Hyundai,3839
2002,69286,Petrol,Semi-Auto,Online Platform,Good,Tesla,26431
2006,79842,Diesel,Semi-Auto,Online Platform,Good,BMW,21665
2021,109927,Electric,Automatic,Dealer,Good,Hyundai,8481
2013,19908,Hybrid,Automatic,Individual,Excellent,Toyota,15576
2006,186698,Petrol,Automatic,Online Platform,Fair,Toyota,4512
2004,42228,Petrol,Automatic,Online Platform,Excellent,Tesla,37416
2021,28386,Electric,Manual,Individual,Excellent,Hyundai,14467
2004,182826,Electric,Semi-Auto,Online Platform,Fair,Tesla,10085
2022,33302,Petrol,Semi-Auto,Online Platform,Good,Hyundai,9998
2001,65815,Electric,Semi-Auto,Individual,Poor,Hyundai,5880
2020,68344,Hybrid,Manual,Online Platform,Poor,Tesla,16389
2021,171690,Petrol,Automatic,Individual,Fair,Hyundai,3999
2005,116603,Hybrid,Semi-Auto,Online Platform,Fair,BMW,15196
2014,66114,Hybrid,Automatic,Individual,Good,Hyundai,9872
2020,30525,Electric,Automatic,Online Platform,Fair,Hyundai,8976
2009,84818,Hybrid,Manual,Online Platform,Fair,Tesla,20506
2022,119589,Electric,Manual,Individual,Good,Toyota,10008
2006,150406,Diesel,Automatic,Online Platform,Good,Ford,9153
